Length,Curl,KinkIndex,NumberKink,TotalKinkAngle,Width
 0.054,  0.00,  0.00,0,  0.00,     0
 0.269,  0.42,  0.00,0,  0.00,    33
 0.421,  0.02,  0.00,0,  0.00,    16
 0.277,  0.02,  0.00,0,  0.00,    30
 0.374,  0.13,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.084,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.155,  0.65,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.090,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.131,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.267,  0.04,  0.00,0,  0.00,    26
 0.417,  0.07,  0.00,0,  0.00,     0
 0.198,  0.05,  0.00,0,  0.00,    21
 0.147,  0.04,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.322,  0.03,  0.00,0,  0.00,    29
 0.087,  0.00,  0.00,0,  0.00,     0
 0.378,  0.04,  0.00,0,  0.00,    14
 0.054,  0.00,  0.00,0,  0.00,     0
 0.248,  0.02,  0.00,0,  0.00,    26
 0.149,  0.64,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.207,  0.02,  0.00,0,  0.00,    36
 0.054,  0.00,  0.00,0,  0.00,     0
 0.453,  0.02,  0.00,0,  0.00,    25
 0.202,  0.04,  0.00,0,  0.00,    33
 0.081,  0.00,  0.00,0,  0.00,     0
 0.333,  0.02,  0.00,0,  0.00,    40
 0.374,  0.03,  0.00,0,  0.00,    24
 0.054,  0.00,  0.00,0,  0.00,     0
 0.129,  0.00,  0.00,0,  0.00,     0
 0.241,  0.02,  0.00,0,  0.00,    25
 0.104,  0.00,  0.00,0,  0.00,     0
 0.279,  0.02,  0.00,0,  0.00,    45
 0.583,  0.05,  0.00,0,  0.00,    71
 0.151,  0.44,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.213,  0.01,  0.00,0,  0.00,    32
 0.054,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.436,  0.07,  4.59,1, 32.18,    19
 0.111,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.136,  0.00,  0.00,0,  0.00,     0
 0.180,  0.03,  0.00,0,  0.00,    31
 0.527,  0.05,  3.80,1, 26.33,    23
 0.100,  0.00,  0.00,0,  0.00,     0
 0.662,  0.14,  3.02,1, 44.47,    21
 0.086,  0.00,  0.00,0,  0.00,     0
 0.159,  0.03,  0.00,0,  0.00,     0
 0.162,  0.02,  0.00,0,  0.00,     0
 0.360,  0.03,  0.00,0,  0.00,    43
 0.428,  0.02,  0.00,0,  0.00,    35
 0.068,  0.00,  0.00,0,  0.00,     0
 0.616,  0.27,  3.25,1, 38.38,    95
 0.086,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.345,  0.02,  0.00,0,  0.00,    15
 0.171,  1.61,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.248,  0.02,  0.00,0,  0.00,    13
 0.128,  0.00,  0.00,0,  0.00,     0
 0.251,  0.03,  0.00,0,  0.00,    50
 0.127,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.387,  0.02,  0.00,0,  0.00,    33
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.214,  0.04,  0.00,0,  0.00,    25
 0.081,  0.00,  0.00,0,  0.00,     0
 0.142,  0.03,  0.00,0,  0.00,     0
 0.402,  0.15,  0.00,0,  0.00,    51
 0.358,  0.35,  0.00,0,  0.00,    50
 0.142,  0.05,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.372,  0.02,  0.00,0,  0.00,    13
 0.068,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.385,  0.04,  0.00,0,  0.00,    38
 0.197,  0.03,  0.00,0,  0.00,    13
 0.157,  0.06,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.610,  0.03,  0.00,0,  0.00,    23
 0.169,  0.04,  0.00,0,  0.00,     0
 0.171,  0.02,  0.00,0,  0.00,     0
 0.338,  0.04,  0.00,0,  0.00,    21
 0.169,  0.04,  0.00,0,  0.00,     0
 0.332,  0.02,  0.00,0,  0.00,    49
 0.088,  0.00,  0.00,0,  0.00,     0
 0.178,  0.00,  0.00,0,  0.00,     0
 0.138,  0.00,  0.00,0,  0.00,     0
 0.194,  0.03,  0.00,0,  0.00,    18
 0.150,  0.06,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.595,  0.12,  3.36,1, 39.61,    30
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.098,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.339,  0.05,  0.00,0,  0.00,    58
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.450,  0.24,  0.00,0,  0.00,    51
 0.081,  0.00,  0.00,0,  0.00,     0
 0.156,  0.05,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.560,  0.32,  1.78,1, 25.12,    79
 0.087,  0.00,  0.00,0,  0.00,     0
 0.101,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.124,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.132,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.991,  0.02,  1.01,1, 20.49,     0
 0.528,  0.03,  0.00,0,  0.00,    17
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.548,  0.01,  0.00,0,  0.00,    26
 0.054,  0.00,  0.00,0,  0.00,     0
 0.876,  1.18,  4.56,1,123.56,    23
 0.154,  0.03,  0.00,0,  0.00,     0
 0.120,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.224,  0.03,  0.00,0,  0.00,    11
 0.680,  0.01,  0.00,0,  0.00,    27
 0.041,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.798,  0.02,  0.00,0,  0.00,    20
 0.249,  0.02,  0.00,0,  0.00,     0
 0.180,  0.03,  0.00,0,  0.00,    23
 0.068,  0.00,  0.00,0,  0.00,     0
 0.151,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.234,  0.02,  0.00,0,  0.00,    12
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.168,  0.04,  0.00,0,  0.00,     0
 0.171,  0.02,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.151,  0.00,  0.00,0,  0.00,     0
 0.206,  0.05,  0.00,0,  0.00,    17
 0.054,  0.00,  0.00,0,  0.00,     0
 0.236,  0.03,  0.00,0,  0.00,    40
 0.102,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.374,  0.02,  0.00,0,  0.00,    59
 0.128,  0.00,  0.00,0,  0.00,     0
 0.154,  0.03,  0.00,0,  0.00,     0
 0.320,  0.03,  0.00,0,  0.00,    61
 0.194,  0.03,  0.00,0,  0.00,    10
 0.255,  0.05,  0.00,0,  0.00,     0
 0.512,  0.02,  0.00,0,  0.00,    20
 0.041,  0.00,  0.00,0,  0.00,     0
 0.284,  0.05,  0.00,0,  0.00,    14
 0.486,  0.03,  2.06,1, 22.22,    25
 0.101,  0.00,  0.00,0,  0.00,     0
 0.452,  0.17,  0.00,0,  0.00,    24
 0.167,  0.03,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.703,  0.04,  1.42,1, 21.37,    49
 0.113,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.351,  0.08,  0.00,0,  0.00,    23
 0.418,  0.07,  0.00,0,  0.00,    35
 0.284,  0.23,  0.00,0,  0.00,     0
 0.342,  0.01,  0.00,0,  0.00,    18
 0.182,  0.04,  0.00,0,  0.00,    16
 0.249,  0.02,  0.00,0,  0.00,    32
 0.041,  0.00,  0.00,0,  0.00,     0
 0.134,  0.00,  0.00,0,  0.00,     0
 0.133,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.127,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.209,  0.03,  0.00,0,  0.00,     0
 0.499,  1.00,  6.01,1, 56.31,    61
 0.090,  0.00,  0.00,0,  0.00,     0
 0.586,  0.04,  0.00,0,  0.00,    23
 0.155,  0.04,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.182,  0.04,  0.00,0,  0.00,    23
 0.219,  0.01,  0.00,0,  0.00,    28
 0.195,  0.03,  0.00,0,  0.00,     0
 1.017,  0.03,  0.00,0,  0.00,    29
 0.320,  1.10,  0.00,0,  0.00,     0
 0.132,  0.00,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.107,  0.00,  0.00,0,  0.00,     0
 0.177,  0.03,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.499,  0.19,  6.01,1, 48.18,   130
 0.081,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.131,  0.61,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.225,  0.03,  0.00,0,  0.00,    48
 0.206,  0.05,  0.00,0,  0.00,    11
 0.199,  0.04,  0.00,0,  0.00,    26
 0.377,  0.21,  0.00,0,  0.00,    30
 0.205,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 1.098,  2.37,  6.37,2,258.41,   257
 1.539,  0.89,  6.50,3,280.97,   259
 0.292,  0.03,  0.00,0,  0.00,    29
 0.054,  0.00,  0.00,0,  0.00,     0
 0.117,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.174,  0.00,  0.00,0,  0.00,     0
 0.278,  0.03,  0.00,0,  0.00,    40
 0.201,  0.02,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.685,  0.02,  0.00,0,  0.00,    33
 0.068,  0.00,  0.00,0,  0.00,     0
 0.398,  0.02,  0.00,0,  0.00,    32
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.344,  0.05,  0.00,0,  0.00,     0
 0.172,  0.00,  0.00,0,  0.00,     0
 0.672,  0.02,  0.00,0,  0.00,    27
 0.463,  0.33,  0.00,0,  0.00,    18
 0.417,  0.03,  0.00,0,  0.00,    15
 1.107,  0.02,  0.90,1, 21.52,    19
 0.168,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.740,  0.02,  0.00,0,  0.00,    40
 0.054,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.355,  0.01,  0.00,0,  0.00,    26
 0.041,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.199,  0.70,  0.00,0,  0.00,     0
 0.302,  0.02,  0.00,0,  0.00,    15
 0.094,  0.00,  0.00,0,  0.00,     0
 0.263,  0.02,  0.00,0,  0.00,    24
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.545,  0.03,  0.00,0,  0.00,    30
 0.090,  0.00,  0.00,0,  0.00,     0
 0.635,  0.10,  4.73,1, 52.14,    14
 0.222,  0.03,  0.00,0,  0.00,    19
 0.054,  0.00,  0.00,0,  0.00,     0
 0.155,  0.03,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.570,  0.03,  0.00,0,  0.00,    60
 0.888,  0.12,  3.38,1, 49.04,    16
 0.874,  0.11,  2.29,1, 44.47,    18
 0.675,  0.10,  4.44,1, 54.16,    32
 0.081,  0.00,  0.00,0,  0.00,     0
 0.824,  0.03,  0.00,0,  0.00,    25
 0.306,  0.03,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.703,  0.02,  0.00,0,  0.00,    23
 1.112,  0.04,  0.90,1, 20.95,    53
 0.081,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.131,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.553,  0.02,  0.00,0,  0.00,    29
 0.468,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.177,  0.91,  0.00,0,  0.00,     0
 0.728,  0.08,  1.37,1, 27.60,    16
 0.054,  0.00,  0.00,0,  0.00,     0
 0.284,  0.52,  0.00,0,  0.00,     0
 0.105,  0.00,  0.00,0,  0.00,     0
 0.183,  0.04,  0.00,0,  0.00,    11
 0.087,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.562,  0.02,  0.00,0,  0.00,    37
 0.041,  0.00,  0.00,0,  0.00,     0
 0.173,  0.01,  0.00,0,  0.00,     0
 0.236,  0.03,  0.00,0,  0.00,    44
 1.118,  0.02,  0.00,0,  0.00,    22
 0.134,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.335,  0.08,  0.00,0,  0.00,    24
 0.128,  0.00,  0.00,0,  0.00,     0
 0.150,  0.13,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.849,  0.02,  0.00,0,  0.00,    27
 0.168,  0.03,  0.00,0,  0.00,     0
 0.592,  0.02,  0.00,0,  0.00,    24
 0.081,  0.00,  0.00,0,  0.00,     0
 0.605,  0.02,  0.00,0,  0.00,    24
 0.041,  0.00,  0.00,0,  0.00,     0
 0.223,  0.02,  0.00,0,  0.00,     0
 0.623,  0.03,  0.00,0,  0.00,    53
 0.221,  0.02,  0.00,0,  0.00,    26
 0.054,  0.00,  0.00,0,  0.00,     0
 0.266,  0.64,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.129,  0.00,  0.00,0,  0.00,     0
 0.573,  0.45,  5.24,1, 75.39,    22
 0.068,  0.00,  0.00,0,  0.00,     0
 0.284,  0.02,  0.00,0,  0.00,    49
 0.326,  0.02,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.701,  0.06,  5.70,2, 54.47,    34
 0.211,  0.03,  0.00,0,  0.00,    14
 0.081,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.749,  0.06,  2.67,1, 32.12,    15
 0.424,  0.01,  0.00,0,  0.00,    21
 0.108,  0.00,  0.00,0,  0.00,     0
 1.266,  0.03,  0.79,1, 20.90,    14
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.399,  0.02,  0.00,0,  0.00,    33
 0.361,  0.11,  0.00,0,  0.00,    15
 0.089,  0.00,  0.00,0,  0.00,     0
 0.194,  0.02,  0.00,0,  0.00,    32
 1.456,  0.01,  0.00,0,  0.00,    55
 0.761,  0.07,  2.63,1, 37.21,    31
 0.251,  0.23,  0.00,0,  0.00,    35
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.222,  0.03,  0.00,0,  0.00,    30
 0.330,  0.02,  0.00,0,  0.00,    38
 0.068,  0.00,  0.00,0,  0.00,     0
 0.171,  0.02,  0.00,0,  0.00,     0
 0.290,  0.04,  0.00,0,  0.00,    37
 0.113,  0.00,  0.00,0,  0.00,     0
 0.466,  0.18,  6.43,1, 51.44,    25
 0.085,  0.00,  0.00,0,  0.00,     0
 0.305,  0.03,  0.00,0,  0.00,    35
 0.839,  0.02,  0.00,0,  0.00,    17
 0.141,  0.04,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.276,  0.02,  0.00,0,  0.00,    15
 0.041,  0.00,  0.00,0,  0.00,     0
 0.175,  0.11,  0.00,0,  0.00,     0
 0.138,  0.00,  0.00,0,  0.00,     0
 0.249,  0.02,  0.00,0,  0.00,    14
 0.161,  0.05,  0.00,0,  0.00,     0
 0.151,  0.07,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.207,  0.02,  0.00,0,  0.00,    27
 0.151,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.331,  0.02,  0.00,0,  0.00,    58
 0.090,  0.00,  0.00,0,  0.00,     0
 1.011,  0.05,  0.00,0,  0.00,    18
 0.114,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.549,  0.02,  0.00,0,  0.00,    20
 0.389,  0.03,  0.00,0,  0.00,    12
 0.180,  0.05,  0.00,0,  0.00,     0
 0.357,  0.02,  0.00,0,  0.00,    26
 0.116,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.116,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.130,  0.00,  0.00,0,  0.00,     0
 0.291,  0.03,  0.00,0,  0.00,    15
 0.089,  0.00,  0.00,0,  0.00,     0
 0.207,  0.02,  0.00,0,  0.00,    19
 0.269,  1.01,  0.00,0,  0.00,    36
 0.099,  0.00,  0.00,0,  0.00,     0
 0.402,  0.03,  0.00,0,  0.00,    32
 0.054,  0.00,  0.00,0,  0.00,     0
 0.347,  0.02,  0.00,0,  0.00,    17
 0.113,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.130,  0.00,  0.00,0,  0.00,     0
 1.452,  0.37,  4.13,2,148.12,   220
 0.126,  0.00,  0.00,0,  0.00,     0
 0.264,  0.02,  0.00,0,  0.00,    10
 0.086,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.207,  0.02,  0.00,0,  0.00,    24
 1.056,  0.07,  0.00,0,  0.00,    52
 0.335,  0.06,  0.00,0,  0.00,    26
 0.260,  0.10,  0.00,0,  0.00,    25
 1.100,  0.02,  0.00,0,  0.00,    18
 0.081,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.154,  0.04,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.329,  0.01,  0.00,0,  0.00,    18
 0.250,  0.03,  0.00,0,  0.00,    30
 0.170,  0.05,  0.00,0,  0.00,     0
 2.161,  0.12,  2.31,2,109.02,    59
 2.369,  0.16,  1.69,2, 75.38,    61
 0.223,  0.00,  0.00,0,  0.00,    28
 0.068,  0.00,  0.00,0,  0.00,     0
 0.746,  0.02,  0.00,0,  0.00,    37
 0.100,  0.00,  0.00,0,  0.00,     0
 0.583,  1.09,  6.86,1,162.61,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.200,  0.00,  0.00,0,  0.00,     0
 0.195,  0.03,  0.00,0,  0.00,    15
 0.086,  0.00,  0.00,0,  0.00,     0
 0.147,  0.07,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.167,  0.03,  0.00,0,  0.00,     0
 0.426,  0.02,  0.00,0,  0.00,    15
 0.134,  0.00,  0.00,0,  0.00,     0
 0.211,  0.04,  0.00,0,  0.00,     0
 0.122,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.157,  0.02,  0.00,0,  0.00,     0
 0.164,  0.00,  0.00,0,  0.00,     0
 0.302,  0.02,  0.00,0,  0.00,    32
 0.081,  0.00,  0.00,0,  0.00,     0
 0.194,  0.03,  0.00,0,  0.00,    26
 0.663,  0.55,  1.51,1, 24.78,    89
 0.249,  0.69,  0.00,0,  0.00,     0
 0.153,  0.03,  0.00,0,  0.00,     0
 0.182,  0.03,  0.00,0,  0.00,    30
 0.086,  0.00,  0.00,0,  0.00,     0
 0.318,  0.02,  0.00,0,  0.00,    22
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.264,  0.03,  0.00,0,  0.00,    11
 0.128,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.279,  0.03,  0.00,0,  0.00,    27
 0.098,  0.00,  0.00,0,  0.00,     0
 0.109,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.517,  0.28,  0.00,0,  0.00,    46
 0.611,  0.01,  0.00,0,  0.00,    20
 0.168,  0.03,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.222,  0.03,  0.00,0,  0.00,    15
 0.894,  0.56,  3.36,2, 74.70,    92
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.434,  0.08,  0.00,0,  0.00,    57
 0.041,  0.00,  0.00,0,  0.00,     0
 0.141,  0.04,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.330,  0.02,  0.00,0,  0.00,    20
 0.113,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.291,  0.06,  0.00,0,  0.00,    16
 0.307,  0.02,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.751,  0.03,  0.00,0,  0.00,    21
 0.086,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.667,  0.08,  3.00,1, 30.78,    44
 0.054,  0.00,  0.00,0,  0.00,     0
 0.144,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.317,  0.02,  0.00,0,  0.00,    16
 0.041,  0.00,  0.00,0,  0.00,     0
 0.272,  0.59,  0.00,0,  0.00,    32
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.350,  0.02,  0.00,0,  0.00,    29
 0.178,  0.04,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.330,  1.84,  0.00,0,  0.00,    28
 0.720,  0.05,  2.78,1, 24.06,    33
 0.209,  0.07,  0.00,0,  0.00,    14
 0.100,  0.00,  0.00,0,  0.00,     0
 0.713,  0.18,  2.80,1, 26.54,    13
 1.310,  0.20,  3.05,2,111.13,    74
 0.780,  0.19,  3.85,1, 63.27,    47
 0.332,  0.02,  0.00,0,  0.00,    33
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.141,  0.04,  0.00,0,  0.00,     0
 0.273,  0.00,  0.00,0,  0.00,    33
 0.194,  0.03,  0.00,0,  0.00,    42
 0.128,  0.00,  0.00,0,  0.00,     0
 0.263,  0.02,  0.00,0,  0.00,    14
 0.751,  0.01,  0.00,0,  0.00,    35
 0.477,  0.07,  0.00,0,  0.00,    24
 0.399,  0.02,  0.00,0,  0.00,    27
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.130,  0.00,  0.00,0,  0.00,     0
 0.218,  0.24,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.393,  0.04,  0.00,0,  0.00,    44
 0.474,  0.04,  0.00,0,  0.00,    16
 0.378,  0.15,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.222,  0.03,  0.00,0,  0.00,    17
 0.307,  0.03,  0.00,0,  0.00,    17
 0.068,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.681,  0.09,  0.00,0,  0.00,    62
 0.146,  0.06,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.111,  0.00,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.141,  0.04,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.117,  0.00,  0.00,0,  0.00,     0
 0.222,  0.03,  0.00,0,  0.00,    41
 0.330,  0.02,  0.00,0,  0.00,    42
 0.581,  0.11,  3.44,1, 29.21,    39
 0.100,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
