Length,Curl,KinkIndex,NumberKink,TotalKinkAngle,Width
 0.205,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.130,  0.00,  0.00,0,  0.00,     0
 0.448,  0.04,  0.00,0,  0.00,    85
 0.087,  0.00,  0.00,0,  0.00,     0
 0.220,  0.05,  0.00,0,  0.00,    29
 0.221,  0.50,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.266,  2.07,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.237,  0.04,  0.00,0,  0.00,    23
 0.068,  0.00,  0.00,0,  0.00,     0
 0.163,  0.04,  0.00,0,  0.00,     0
 0.166,  0.05,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.196,  0.01,  0.00,0,  0.00,     0
 0.465,  0.03,  0.00,0,  0.00,    13
 0.102,  0.00,  0.00,0,  0.00,     0
 0.521,  0.13,  0.00,0,  0.00,    49
 0.369,  0.17,  0.00,0,  0.00,    58
 0.155,  0.04,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.194,  0.03,  0.00,0,  0.00,    24
 0.715,  0.02,  0.00,0,  0.00,    31
 0.054,  0.00,  0.00,0,  0.00,     0
 0.088,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.276,  0.01,  0.00,0,  0.00,    36
 0.444,  0.02,  0.00,0,  0.00,    25
 0.086,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.694,  0.01,  0.00,0,  0.00,    20
 0.113,  0.00,  0.00,0,  0.00,     0
 0.273,  0.50,  0.00,0,  0.00,     0
 0.277,  0.02,  0.00,0,  0.00,    30
 0.197,  0.04,  0.00,0,  0.00,    14
 0.266,  0.02,  0.00,0,  0.00,    28
 0.081,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.399,  0.02,  0.00,0,  0.00,    48
 0.590,  0.02,  0.00,0,  0.00,    18
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.302,  0.02,  0.00,0,  0.00,    25
 0.086,  0.00,  0.00,0,  0.00,     0
 0.276,  0.02,  0.00,0,  0.00,    39
 0.627,  0.01,  0.00,0,  0.00,    29
 0.859,  0.14,  1.16,1, 25.16,   143
 0.168,  0.04,  0.00,0,  0.00,     0
 0.437,  0.25,  4.57,1, 26.16,   139
 0.269,  0.01,  0.00,0,  0.00,    25
 0.321,  0.03,  0.00,0,  0.00,    27
 0.041,  0.00,  0.00,0,  0.00,     0
 0.169,  0.04,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.438,  0.01,  0.00,0,  0.00,    23
 0.191,  0.00,  0.00,0,  0.00,    38
 1.101,  0.02,  0.00,0,  0.00,    24
 0.080,  0.00,  0.00,0,  0.00,     0
 0.117,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.167,  0.03,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.307,  0.02,  0.00,0,  0.00,    29
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.629,  0.02,  0.00,0,  0.00,    12
 0.101,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.412,  0.02,  0.00,0,  0.00,    42
 0.317,  0.02,  0.00,0,  0.00,    25
 0.130,  0.00,  0.00,0,  0.00,     0
 0.332,  0.02,  0.00,0,  0.00,    24
 0.041,  0.00,  0.00,0,  0.00,     0
 0.130,  0.00,  0.00,0,  0.00,     0
 0.145,  0.20,  0.00,0,  0.00,     0
 0.563,  0.04,  3.55,1, 26.11,    21
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.216,  0.06,  0.00,0,  0.00,    42
 0.348,  0.03,  0.00,0,  0.00,    23
 0.128,  0.00,  0.00,0,  0.00,     0
 0.721,  0.05,  2.77,1, 29.82,    27
 0.168,  0.04,  0.00,0,  0.00,     0
 0.248,  0.02,  0.00,0,  0.00,    42
 0.081,  0.00,  0.00,0,  0.00,     0
 0.124,  0.00,  0.00,0,  0.00,     0
 0.464,  0.29,  4.31,1, 32.21,    63
 0.130,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.319,  0.02,  0.00,0,  0.00,    32
 0.251,  0.02,  0.00,0,  0.00,    23
 0.054,  0.00,  0.00,0,  0.00,     0
 0.251,  0.05,  0.00,0,  0.00,    57
 0.301,  0.08,  0.00,0,  0.00,    22
 0.159,  0.07,  0.00,0,  0.00,     0
 0.493,  0.01,  0.00,0,  0.00,    32
 0.167,  0.03,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.261,  0.03,  0.00,0,  0.00,    23
 0.153,  0.03,  0.00,0,  0.00,     0
 0.134,  0.00,  0.00,0,  0.00,     0
 0.493,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.752,  0.01,  0.00,0,  0.00,    30
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.187,  0.07,  0.00,0,  0.00,    23
 0.041,  0.00,  0.00,0,  0.00,     0
 0.527,  0.12,  0.00,0,  0.00,    51
 0.105,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.526,  0.02,  0.00,0,  0.00,    33
 0.068,  0.00,  0.00,0,  0.00,     0
 0.241,  0.05,  0.00,0,  0.00,    25
 0.201,  0.04,  0.00,0,  0.00,     0
 0.205,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.306,  0.02,  0.00,0,  0.00,    38
 0.081,  0.00,  0.00,0,  0.00,     0
 0.142,  0.05,  0.00,0,  0.00,     0
 0.745,  0.02,  0.00,0,  0.00,    13
 0.253,  0.04,  0.00,0,  0.00,    28
 0.643,  0.40,  1.55,1, 22.27,   104
 0.041,  0.00,  0.00,0,  0.00,     0
 0.129,  0.00,  0.00,0,  0.00,     0
 0.711,  0.01,  0.00,0,  0.00,    28
 0.068,  0.00,  0.00,0,  0.00,     0
 0.151,  0.07,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.404,  0.36,  0.00,0,  0.00,    33
 0.320,  0.01,  0.00,0,  0.00,    25
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.182,  0.03,  0.00,0,  0.00,    12
 0.389,  0.03,  0.00,0,  0.00,    24
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.102,  0.00,  0.00,0,  0.00,     0
 0.295,  0.04,  0.00,0,  0.00,    18
 0.174,  0.10,  0.00,0,  0.00,     0
 0.527,  0.00,  0.00,0,  0.00,    29
 0.114,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.130,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.145,  0.00,  0.00,0,  0.00,     0
 0.108,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.272,  0.04,  0.00,0,  0.00,    36
 0.068,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.235,  0.02,  0.00,0,  0.00,    16
 0.068,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.615,  0.00,  0.00,0,  0.00,    82
 0.353,  0.05,  0.00,0,  0.00,    64
 0.386,  0.21,  0.00,0,  0.00,    65
 0.081,  0.00,  0.00,0,  0.00,     0
 0.230,  0.08,  0.00,0,  0.00,     8
 0.978,  0.02,  0.00,0,  0.00,    31
 0.278,  0.02,  0.00,0,  0.00,    14
 0.185,  0.09,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.140,  0.73,  0.00,0,  0.00,     0
 0.276,  0.02,  0.00,0,  0.00,    33
 1.368,  0.01,  0.00,0,  0.00,    25
 0.209,  0.10,  0.00,0,  0.00,    22
 0.128,  0.00,  0.00,0,  0.00,     0
 0.207,  0.02,  0.00,0,  0.00,    20
 0.140,  0.04,  0.00,0,  0.00,     0
 0.114,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.387,  0.29,  0.00,0,  0.00,     0
 0.154,  0.03,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.335,  0.03,  0.00,0,  0.00,    20
 0.054,  0.00,  0.00,0,  0.00,     0
 0.103,  0.00,  0.00,0,  0.00,     0
 0.169,  0.05,  0.00,0,  0.00,     0
 0.559,  0.01,  0.00,0,  0.00,    44
 0.292,  0.00,  0.00,0,  0.00,    48
 0.807,  0.01,  0.00,0,  0.00,    27
 0.086,  0.00,  0.00,0,  0.00,     0
 1.270,  0.01,  0.00,0,  0.00,    32
 0.081,  0.00,  0.00,0,  0.00,     0
 0.376,  0.03,  0.00,0,  0.00,    13
 1.026,  0.01,  0.00,0,  0.00,    25
 0.099,  0.00,  0.00,0,  0.00,     0
 0.547,  0.01,  0.00,0,  0.00,    26
 0.068,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.308,  0.04,  0.00,0,  0.00,    63
 0.081,  0.00,  0.00,0,  0.00,     0
 0.647,  0.11,  4.64,1, 45.90,    35
 0.041,  0.00,  0.00,0,  0.00,     0
 0.915,  0.01,  0.00,0,  0.00,    23
 0.086,  0.00,  0.00,0,  0.00,     0
 0.647,  0.02,  0.00,0,  0.00,    22
 0.157,  0.06,  0.00,0,  0.00,     0
 0.330,  0.02,  0.00,0,  0.00,    33
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.252,  0.03,  0.00,0,  0.00,    20
 0.209,  0.11,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.127,  0.00,  0.00,0,  0.00,     0
 0.208,  0.03,  0.00,0,  0.00,    19
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.909,  0.04,  0.00,0,  0.00,    17
 0.214,  0.06,  0.00,0,  0.00,    24
 0.068,  0.00,  0.00,0,  0.00,     0
 0.212,  0.04,  0.00,0,  0.00,    30
 0.290,  0.02,  0.00,0,  0.00,    35
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.243,  0.06,  0.00,0,  0.00,    47
 0.359,  0.02,  0.00,0,  0.00,    17
 0.495,  0.02,  0.00,0,  0.00,    57
 0.086,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.231,  0.38,  0.00,0,  0.00,     0
 0.282,  0.24,  0.00,0,  0.00,    64
 0.454,  0.02,  0.00,0,  0.00,    46
 0.336,  0.03,  0.00,0,  0.00,    17
 0.089,  0.00,  0.00,0,  0.00,     0
 0.823,  0.02,  0.00,0,  0.00,    32
 0.068,  0.00,  0.00,0,  0.00,     0
 0.334,  0.19,  0.00,0,  0.00,    34
 0.113,  0.00,  0.00,0,  0.00,     0
 0.582,  0.03,  3.44,1, 22.58,    21
 0.210,  0.03,  0.00,0,  0.00,    41
 0.180,  0.03,  0.00,0,  0.00,    15
 0.236,  0.03,  0.00,0,  0.00,    21
 0.086,  0.00,  0.00,0,  0.00,     0
 0.140,  0.00,  0.00,0,  0.00,     0
 0.237,  0.04,  0.00,0,  0.00,    25
 0.339,  0.25,  0.00,0,  0.00,     0
 0.420,  0.22,  0.00,0,  0.00,    97
 0.499,  0.03,  0.00,0,  0.00,    53
 0.240,  0.04,  0.00,0,  0.00,    26
 0.054,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.094,  0.00,  0.00,0,  0.00,     0
 0.277,  0.03,  0.00,0,  0.00,    62
 0.087,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.304,  0.02,  0.00,0,  0.00,    12
 0.129,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.209,  0.03,  0.00,0,  0.00,    15
 0.197,  1.71,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.089,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.624,  0.33,  0.00,0,  0.00,    66
 0.194,  0.03,  0.00,0,  0.00,    18
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.119,  0.00,  0.00,0,  0.00,     0
 0.210,  0.04,  0.00,0,  0.00,    34
 0.277,  0.03,  0.00,0,  0.00,    18
 0.198,  0.03,  0.00,0,  0.00,    32
 0.089,  0.00,  0.00,0,  0.00,     0
 0.209,  0.03,  0.00,0,  0.00,    13
 0.086,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.196,  0.02,  0.00,0,  0.00,    11
 0.100,  0.00,  0.00,0,  0.00,     0
 0.200,  0.03,  0.00,0,  0.00,     0
 0.268,  0.02,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.798,  0.08,  3.76,1, 51.13,    22
 0.140,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.253,  0.03,  0.00,0,  0.00,    13
 0.102,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.225,  0.04,  0.00,0,  0.00,    23
 0.100,  0.00,  0.00,0,  0.00,     0
 0.103,  0.00,  0.00,0,  0.00,     0
 0.495,  0.02,  0.00,0,  0.00,    16
 0.088,  0.00,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.522,  0.02,  0.00,0,  0.00,    18
 0.196,  0.03,  0.00,0,  0.00,    32
 0.293,  0.01,  0.00,0,  0.00,    33
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.413,  0.02,  0.00,0,  0.00,    53
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.279,  0.02,  0.00,0,  0.00,    32
 0.094,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.129,  0.00,  0.00,0,  0.00,     0
 0.393,  0.23,  0.00,0,  0.00,    33
 0.068,  0.00,  0.00,0,  0.00,     0
 0.169,  0.04,  0.00,0,  0.00,     0
 0.163,  0.10,  0.00,0,  0.00,     0
 0.673,  0.53,  4.45,1, 80.94,    90
 0.086,  0.00,  0.00,0,  0.00,     0
 0.718,  0.10,  0.00,0,  0.00,    55
 0.172,  0.05,  0.00,0,  0.00,     0
 0.209,  0.03,  0.00,0,  0.00,    17
 0.054,  0.00,  0.00,0,  0.00,     0
 0.171,  0.04,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.578,  0.02,  0.00,0,  0.00,    15
 0.054,  0.00,  0.00,0,  0.00,     0
 0.238,  0.03,  0.00,0,  0.00,    11
 0.168,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.249,  0.06,  0.00,0,  0.00,    24
 0.180,  0.03,  0.00,0,  0.00,    23
 0.246,  0.04,  0.00,0,  0.00,    10
 0.263,  0.02,  0.00,0,  0.00,    54
 0.213,  0.01,  0.00,0,  0.00,    18
 0.054,  0.00,  0.00,0,  0.00,     0
 0.168,  0.04,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.873,  0.01,  0.00,0,  0.00,    37
 0.068,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.349,  0.21,  0.00,0,  0.00,    58
 0.171,  0.00,  0.00,0,  0.00,     0
 0.105,  0.00,  0.00,0,  0.00,     0
 0.127,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.099,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.355,  0.01,  0.00,0,  0.00,    39
 0.361,  0.02,  0.00,0,  0.00,    28
 0.041,  0.00,  0.00,0,  0.00,     0
 0.281,  0.04,  0.00,0,  0.00,    17
 0.054,  0.00,  0.00,0,  0.00,     0
 0.143,  0.06,  0.00,0,  0.00,     0
 0.469,  0.04,  0.00,0,  0.00,    29
 0.054,  0.00,  0.00,0,  0.00,     0
 0.135,  0.00,  0.00,0,  0.00,     0
 0.223,  0.02,  0.00,0,  0.00,    32
 0.717,  0.19,  2.79,1, 37.83,    24
 0.081,  0.00,  0.00,0,  0.00,     0
 0.757,  0.02,  0.00,0,  0.00,    18
 0.319,  0.03,  0.00,0,  0.00,    32
 0.389,  0.03,  0.00,0,  0.00,    66
 0.237,  0.04,  0.00,0,  0.00,    36
 0.172,  0.05,  0.00,0,  0.00,     0
 0.155,  0.04,  0.00,0,  0.00,     0
 0.142,  0.06,  0.00,0,  0.00,     0
 0.113,  0.00,  0.00,0,  0.00,     0
 0.158,  0.02,  0.00,0,  0.00,     0
 0.862,  0.02,  0.00,0,  0.00,    27
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.094,  0.00,  0.00,0,  0.00,     0
 0.156,  0.03,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.740,  0.25,  2.70,1, 27.81,    40
 0.068,  0.00,  0.00,0,  0.00,     0
 0.225,  0.00,  0.00,0,  0.00,    33
 0.153,  0.03,  0.00,0,  0.00,     0
 0.606,  0.02,  0.00,0,  0.00,    25
 0.086,  0.00,  0.00,0,  0.00,     0
 0.560,  0.03,  0.00,0,  0.00,    16
 0.188,  0.06,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.316,  0.02,  0.00,0,  0.00,    29
 0.225,  0.03,  0.00,0,  0.00,    12
 0.175,  0.02,  0.00,0,  0.00,     0
 0.180,  0.03,  0.00,0,  0.00,    17
 0.155,  0.04,  0.00,0,  0.00,     0
 0.491,  0.04,  0.00,0,  0.00,    14
 0.068,  0.00,  0.00,0,  0.00,     0
 0.115,  0.00,  0.00,0,  0.00,     0
 0.124,  0.00,  0.00,0,  0.00,     0
 0.441,  0.02,  0.00,0,  0.00,    22
 0.209,  0.03,  0.00,0,  0.00,    33
 0.276,  0.02,  0.00,0,  0.00,    25
 0.141,  0.04,  0.00,0,  0.00,     0
 0.507,  0.02,  0.00,0,  0.00,     8
 0.843,  0.06,  0.00,0,  0.00,   107
 0.041,  0.00,  0.00,0,  0.00,     0
 0.463,  0.28,  0.00,0,  0.00,    35
 0.594,  0.02,  0.00,0,  0.00,    32
 0.041,  0.00,  0.00,0,  0.00,     0
 0.148,  0.27,  0.00,0,  0.00,     0
 0.399,  0.02,  0.00,0,  0.00,    52
 0.153,  0.46,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.118,  0.00,  0.00,0,  0.00,     0
 0.092,  0.00,  0.00,0,  0.00,     0
 0.100,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.447,  0.15,  0.00,0,  0.00,    43
 1.050,  0.04,  0.00,0,  0.00,    27
 0.054,  0.00,  0.00,0,  0.00,     0
 0.469,  0.02,  0.00,0,  0.00,    46
 0.081,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.111,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.126,  0.00,  0.00,0,  0.00,     0
 0.817,  0.06,  2.45,1, 41.14,    22
 0.304,  0.23,  0.00,0,  0.00,    52
 0.438,  0.02,  0.00,0,  0.00,    21
 0.081,  0.00,  0.00,0,  0.00,     0
 0.252,  0.03,  0.00,0,  0.00,    27
 0.941,  0.03,  0.00,0,  0.00,    34
 0.407,  0.04,  0.00,0,  0.00,    17
 0.068,  0.00,  0.00,0,  0.00,     0
 0.694,  0.01,  0.00,0,  0.00,    24
 0.081,  0.00,  0.00,0,  0.00,     0
 0.227,  0.04,  0.00,0,  0.00,    26
 1.182,  0.04,  1.69,1, 27.54,    40
 0.171,  0.02,  0.00,0,  0.00,     0
 0.957,  0.08,  2.09,1, 38.85,    58
 0.154,  0.03,  0.00,0,  0.00,     0
 0.372,  0.14,  0.00,0,  0.00,     0
 0.600,  0.11,  0.00,0,  0.00,    31
 0.441,  0.02,  0.00,0,  0.00,    37
 0.278,  0.44,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.278,  0.03,  0.00,0,  0.00,    37
 0.613,  0.03,  0.00,0,  0.00,    29
 0.199,  0.05,  0.00,0,  0.00,     0
 0.440,  0.02,  0.00,0,  0.00,    57
 0.041,  0.00,  0.00,0,  0.00,     0
 0.911,  0.01,  0.00,0,  0.00,    38
 0.054,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.090,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.303,  0.02,  0.00,0,  0.00,    26
 0.086,  0.00,  0.00,0,  0.00,     0
 0.167,  0.03,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.333,  0.24,  0.00,0,  0.00,    91
 0.085,  0.00,  0.00,0,  0.00,     0
 0.086,  0.00,  0.00,0,  0.00,     0
 0.263,  0.17,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.182,  0.03,  0.00,0,  0.00,    53
 0.140,  0.04,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.154,  0.03,  0.00,0,  0.00,     0
 0.292,  0.03,  0.00,0,  0.00,    26
 0.054,  0.00,  0.00,0,  0.00,     0
 0.715,  0.02,  0.00,0,  0.00,    15
 0.344,  0.02,  0.00,0,  0.00,    58
 0.538,  0.21,  3.71,1, 28.54,    34
 0.196,  0.03,  0.00,0,  0.00,    15
 0.207,  0.03,  0.00,0,  0.00,    18
 0.068,  0.00,  0.00,0,  0.00,     0
 0.210,  0.03,  0.00,0,  0.00,    18
 0.086,  0.00,  0.00,0,  0.00,     0
 0.174,  0.02,  0.00,0,  0.00,     0
 0.328,  0.01,  0.00,0,  0.00,     5
 0.342,  0.01,  0.00,0,  0.00,    36
 0.158,  0.08,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.153,  0.03,  0.00,0,  0.00,     0
 0.128,  0.00,  0.00,0,  0.00,     0
 0.939,  0.07,  2.13,1, 31.87,    24
 0.610,  0.02,  0.00,0,  0.00,    20
 0.113,  0.00,  0.00,0,  0.00,     0
 0.459,  0.02,  0.00,0,  0.00,    37
 0.694,  0.01,  0.00,0,  0.00,    18
 0.367,  0.03,  0.00,0,  0.00,    36
 0.115,  0.00,  0.00,0,  0.00,     0
 0.212,  0.00,  0.00,0,  0.00,     0
 0.290,  0.02,  0.00,0,  0.00,    41
 0.516,  0.01,  0.00,0,  0.00,    41
 0.237,  0.48,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.338,  0.40,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.313,  0.12,  0.00,0,  0.00,    13
 0.041,  0.00,  0.00,0,  0.00,     0
 0.081,  0.00,  0.00,0,  0.00,     0
 0.330,  0.04,  0.00,0,  0.00,    14
 0.113,  0.00,  0.00,0,  0.00,     0
 0.180,  0.03,  0.00,0,  0.00,    12
 0.399,  0.02,  0.00,0,  0.00,    30
 0.108,  0.00,  0.00,0,  0.00,     0
 0.171,  0.53,  0.00,0,  0.00,     0
 0.574,  0.03,  0.00,0,  0.00,    29
 0.937,  0.04,  2.13,1, 25.55,    20
 0.376,  0.02,  0.00,0,  0.00,    15
 0.068,  0.00,  0.00,0,  0.00,     0
 0.087,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.607,  0.02,  0.00,0,  0.00,    34
 0.068,  0.00,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.622,  0.14,  4.83,1, 50.56,    22
 0.087,  0.00,  0.00,0,  0.00,     0
 0.642,  0.01,  0.00,0,  0.00,    30
 0.081,  0.00,  0.00,0,  0.00,     0
 0.237,  0.03,  0.00,0,  0.00,    25
 0.194,  0.03,  0.00,0,  0.00,    24
 0.759,  0.06,  2.64,1, 34.25,    25
 0.258,  0.04,  0.00,0,  0.00,     0
 0.140,  0.04,  0.00,0,  0.00,     0
 0.317,  0.02,  0.00,0,  0.00,    14
 0.143,  0.06,  0.00,0,  0.00,     0
 0.335,  0.03,  0.00,0,  0.00,    37
 0.900,  0.15,  5.55,2, 82.20,    30
 0.068,  0.00,  0.00,0,  0.00,     0
 0.223,  0.02,  0.00,0,  0.00,     0
 0.068,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.153,  0.03,  0.00,0,  0.00,     0
 0.054,  0.00,  0.00,0,  0.00,     0
 0.041,  0.00,  0.00,0,  0.00,     0
 0.189,  0.03,  0.00,0,  0.00,    39
 0.426,  0.02,  0.00,0,  0.00,    25
 0.041,  0.00,  0.00,0,  0.00,     0
